id,city,state,city_size,mode,n,percent,moe,state_abb,state_region
466,Gardner city,Kansas,Small,Bike,0.0,0.0,0.3,KS,North Central
467,Gardner city,Massachusetts,Small,Bike,37.0,0.4,0.4,MA,Northeast
468,Garfield city,New Jersey,Small,Bike,95.0,0.6,0.5,NJ,Northeast
469,Garfield Heights city,Ohio,Small,Bike,28.0,0.2,0.2,OH,North Central
470,Garner town,North Carolina,Small,Bike,0.0,0.0,0.3,NC,South
471,Gary city,Indiana,Small,Bike,59.0,0.2,0.2,IN,North Central
472,Gastonia city,North Carolina,Small,Bike,18.0,0.1,0.1,NC,South
473,Geneva city,Illinois,Small,Bike,26.0,0.3,0.3,IL,North Central
474,Georgetown city,Kentucky,Small,Bike,0.0,0.0,0.2,KY,South
475,Georgetown city,Texas,Small,Bike,19.0,0.1,0.1,TX,South
476,Germantown city,Tennessee,Small,Bike,0.0,0.0,0.2,TN,South
477,Gillette city,Wyoming,Small,Bike,30.0,0.2,0.3,WY,West
478,Gilroy city,California,Small,Bike,190.0,0.9,0.5,CA,West
479,Gladstone city,Missouri,Small,Bike,0.0,0.0,0.2,MO,North Central
480,Glen Cove city,New York,Small,Bike,25.0,0.2,0.2,NY,Northeast
481,Glen Ellyn village,Illinois,Small,Bike,35.0,0.3,0.3,IL,North Central
482,Glendale Heights village,Illinois,Small,Bike,72.0,0.4,0.3,IL,North Central
483,Glendora city,California,Small,Bike,90.0,0.4,0.2,CA,West
484,Glenview village,Illinois,Small,Bike,44.0,0.2,0.2,IL,North Central
485,Gloucester city,Massachusetts,Small,Bike,69.0,0.5,0.4,MA,Northeast
486,Golden Valley city,Minnesota,Small,Bike,190.0,1.8,1.6,MN,North Central
487,Goldsboro city,North Carolina,Small,Bike,79.0,0.6,0.3,NC,South
488,Goleta city,California,Small,Bike,844.0,5.4,1.3,CA,West
489,Goodyear city,Arizona,Small,Bike,16.0,0.1,0.1,AZ,West
490,Goose Creek city,South Carolina,Small,Bike,61.0,0.3,0.2,SC,South
491,Goshen city,Indiana,Small,Bike,260.0,1.9,1.0,IN,North Central
492,Grand Forks city,North Dakota,Small,Bike,387.0,1.3,0.4,ND,North Central
493,Grand Island city,Nebraska,Small,Bike,175.0,0.7,0.5,NE,North Central
494,Grand Junction city,Colorado,Small,Bike,635.0,2.3,0.6,CO,West
495,Grandview city,Missouri,Small,Bike,0.0,0.0,0.3,MO,North Central
496,Granite City city,Illinois,Small,Bike,20.0,0.2,0.2,IL,North Central
497,Grants Pass city,Oregon,Small,Bike,181.0,1.4,0.7,OR,West
498,Grapevine city,Texas,Small,Bike,134.0,0.5,0.5,TX,South
499,Grayslake village,Illinois,Small,Bike,31.0,0.3,0.3,IL,North Central
500,Great Falls city,Montana,Small,Bike,272.0,1.0,0.4,MT,West
501,Greeley city,Colorado,Small,Bike,725.0,1.8,0.5,CO,West
502,Green city,Ohio,Small,Bike,0.0,0.0,0.2,OH,North Central
503,Greenacres city,Florida,Small,Bike,142.0,0.8,0.7,FL,South
504,Greenbelt city,Maryland,Small,Bike,24.0,0.2,0.2,MD,South
505,Greenfield city,Indiana,Small,Bike,40.0,0.4,0.5,IN,North Central
506,Greenfield city,Wisconsin,Small,Bike,55.0,0.3,0.3,WI,North Central
507,Greenville city,Mississippi,Small,Bike,10.0,0.1,0.1,MS,South
508,Greenville city,North Carolina,Small,Bike,181.0,0.4,0.2,NC,South
509,Greenville city,South Carolina,Small,Bike,72.0,0.3,0.2,SC,South
510,Greenville city,Texas,Small,Bike,0.0,0.0,0.4,TX,South
511,Greenwood city,Indiana,Small,Bike,28.0,0.1,0.1,IN,North Central
512,Greenwood city,South Carolina,Small,Bike,0.0,0.0,0.5,SC,South
513,Greer city,South Carolina,Small,Bike,25.0,0.2,0.3,SC,South
514,Griffin city,Georgia,Small,Bike,31.0,0.4,0.4,GA,South
515,Grove City city,Ohio,Small,Bike,40.0,0.2,0.2,OH,North Central
516,Gulfport city,Mississippi,Small,Bike,84.0,0.3,0.2,MS,South
517,Gurnee village,Illinois,Small,Bike,79.0,0.5,0.4,IL,North Central
518,Hackensack city,New Jersey,Small,Bike,96.0,0.4,0.4,NJ,Northeast
519,Hagerstown city,Maryland,Small,Bike,46.0,0.3,0.2,MD,South
520,Haines City city,Florida,Small,Bike,0.0,0.0,0.6,FL,South
521,Hallandale Beach city,Florida,Small,Bike,305.0,1.9,1.2,FL,South
522,Haltom City city,Texas,Small,Bike,45.0,0.2,0.2,TX,South
523,Hamilton city,Ohio,Small,Bike,53.0,0.2,0.2,OH,North Central
524,Hammond city,Indiana,Small,Bike,57.0,0.2,0.2,IN,North Central
525,Hammond city,Louisiana,Small,Bike,184.0,2.2,1.2,LA,South
526,Hamtramck city,Michigan,Small,Bike,11.0,0.2,0.3,MI,North Central
527,Hanford city,California,Small,Bike,173.0,0.8,0.6,CA,West
528,Hanover Park village,Illinois,Small,Bike,170.0,0.9,0.6,IL,North Central
529,Harker Heights city,Texas,Small,Bike,20.0,0.2,0.3,TX,South
530,Harlingen city,Texas,Small,Bike,135.0,0.6,0.4,TX,South
531,Harrisburg city,Pennsylvania,Small,Bike,91.0,0.5,0.4,PA,Northeast
532,Harrison village,New York,Small,Bike,50.0,0.4,0.5,NY,Northeast
533,Harrisonburg city,Virginia,Small,Bike,341.0,1.7,0.8,VA,South
534,Harvey city,Illinois,Small,Bike,0.0,0.0,0.4,IL,North Central
535,Hastings city,Minnesota,Small,Bike,48.0,0.4,0.3,MN,North Central
536,Hastings city,Nebraska,Small,Bike,39.0,0.3,0.3,NE,North Central
537,Hattiesburg city,Mississippi,Small,Bike,245.0,1.2,0.5,MS,South
538,Havelock city,North Carolina,Small,Bike,57.0,0.5,0.7,NC,South
539,Haverhill city,Massachusetts,Small,Bike,35.0,0.1,0.1,MA,Northeast
540,Hawthorne city,California,Small,Bike,330.0,0.9,0.4,CA,West
541,Hays city,Kansas,Small,Bike,54.0,0.4,0.4,KS,North Central
542,Hazelwood city,Missouri,Small,Bike,0.0,0.0,0.2,MO,North Central
543,Hazleton city,Pennsylvania,Small,Bike,11.0,0.1,0.2,PA,Northeast
544,Helena city,Montana,Small,Bike,488.0,3.3,1.1,MT,West
545,Hemet city,California,Small,Bike,50.0,0.2,0.2,CA,West
546,Hempstead village,New York,Small,Bike,255.0,1.0,0.9,NY,Northeast
547,Henderson city,Kentucky,Small,Bike,22.0,0.2,0.2,KY,South
548,Hendersonville city,Tennessee,Small,Bike,11.0,0.0,0.1,TN,South
549,Hercules city,California,Small,Bike,38.0,0.3,0.4,CA,West
550,Herndon town,Virginia,Small,Bike,7.0,0.1,0.1,VA,South
551,Herriman city,Utah,Small,Bike,0.0,0.0,0.3,UT,West
552,Hesperia city,California,Small,Bike,54.0,0.2,0.2,CA,West
553,Hialeah Gardens city,Florida,Small,Bike,11.0,0.1,0.2,FL,South
554,Hickory city,North Carolina,Small,Bike,23.0,0.1,0.2,NC,South
555,Highland city,California,Small,Bike,22.0,0.1,0.1,CA,West
556,Highland Park city,Illinois,Small,Bike,90.0,0.6,0.4,IL,North Central
557,Highland town,Indiana,Small,Bike,10.0,0.1,0.1,IN,North Central
558,Hilliard city,Ohio,Small,Bike,12.0,0.1,0.1,OH,North Central
559,Hillsboro city,Oregon,Small,Bike,568.0,1.3,0.5,OR,West
560,Hilton Head Island town,South Carolina,Small,Bike,377.0,2.3,0.8,SC,South
561,Hinesville city,Georgia,Small,Bike,87.0,0.6,0.5,GA,South
562,Hobart city,Indiana,Small,Bike,42.0,0.3,0.3,IN,North Central
563,Hobbs city,New Mexico,Small,Bike,10.0,0.1,0.1,NM,West
564,Hoboken city,New Jersey,Small,Bike,187.0,0.6,0.4,NJ,Northeast
565,Hoffman Estates village,Illinois,Small,Bike,341.0,1.3,1.2,IL,North Central
566,Holladay city,Utah,Small,Bike,7.0,0.1,0.1,UT,West
567,Holland city,Michigan,Small,Bike,316.0,2.2,0.7,MI,North Central
568,Hollister city,California,Small,Bike,183.0,1.2,1.0,CA,West
569,Holly Springs town,North Carolina,Small,Bike,0.0,0.0,0.3,NC,South
570,Holyoke city,Massachusetts,Small,Bike,59.0,0.4,0.3,MA,Northeast
571,Homer Glen village,Illinois,Small,Bike,0.0,0.0,0.2,IL,North Central
572,Homestead city,Florida,Small,Bike,162.0,0.6,0.4,FL,South
573,Homewood city,Alabama,Small,Bike,68.0,0.5,0.5,AL,South
574,Hoover city,Alabama,Small,Bike,0.0,0.0,0.1,AL,South
575,Hopewell city,Virginia,Small,Bike,20.0,0.2,0.3,VA,South
576,Hopkinsville city,Kentucky,Small,Bike,11.0,0.1,0.1,KY,South
577,Horn Lake city,Mississippi,Small,Bike,0.0,0.0,0.3,MS,South
578,Hot Springs city,Arkansas,Small,Bike,47.0,0.3,0.4,AR,South
579,Houma city,Louisiana,Small,Bike,76.0,0.5,0.5,LA,South
580,Huber Heights city,Ohio,Small,Bike,7.0,0.0,0.1,OH,North Central
581,Hudson city,Ohio,Small,Bike,23.0,0.2,0.3,OH,North Central
582,Huntersville town,North Carolina,Small,Bike,75.0,0.3,0.5,NC,South
583,Huntington city,West Virginia,Small,Bike,207.0,1.0,0.4,WV,South
584,Huntington Park city,California,Small,Bike,272.0,1.1,0.4,CA,West
585,Huntley village,Illinois,Small,Bike,29.0,0.3,0.3,IL,North Central
586,Huntsville city,Texas,Small,Bike,47.0,0.4,0.6,TX,South
587,Hurst city,Texas,Small,Bike,52.0,0.3,0.4,TX,South
588,Hutchinson city,Kansas,Small,Bike,58.0,0.3,0.2,KS,North Central
589,Idaho Falls city,Idaho,Small,Bike,256.0,1.0,0.5,ID,West
590,Imperial Beach city,California,Small,Bike,113.0,1.0,0.7,CA,West
591,Independence city,Kentucky,Small,Bike,0.0,0.0,0.3,KY,South
592,Indian Trail town,North Carolina,Small,Bike,14.0,0.1,0.1,NC,South
593,Indio city,California,Small,Bike,133.0,0.5,0.3,CA,West
594,Inkster city,Michigan,Small,Bike,6.0,0.1,0.1,MI,North Central
595,Inver Grove Heights city,Minnesota,Small,Bike,39.0,0.2,0.2,MN,North Central
596,Iowa City city,Iowa,Small,Bike,1477.0,3.9,0.7,IA,North Central
597,Issaquah city,Washington,Small,Bike,121.0,0.8,0.7,WA,West
598,Ithaca city,New York,Small,Bike,283.0,2.2,1.0,NY,Northeast
599,Jackson city,Michigan,Small,Bike,95.0,0.8,0.5,MI,North Central
600,Jackson city,Tennessee,Small,Bike,29.0,0.1,0.1,TN,South
601,Jacksonville Beach city,Florida,Small,Bike,267.0,2.3,1.1,FL,South
602,Jacksonville city,Arkansas,Small,Bike,16.0,0.1,0.2,AR,South
603,Jacksonville city,North Carolina,Small,Bike,303.0,0.8,0.6,NC,South
604,Jamestown city,New York,Small,Bike,52.0,0.4,0.4,NY,Northeast
605,Janesville city,Wisconsin,Small,Bike,95.0,0.3,0.2,WI,North Central
606,Jefferson City city,Missouri,Small,Bike,23.0,0.1,0.1,MO,North Central
607,Jeffersontown city,Kentucky,Small,Bike,12.0,0.1,0.1,KY,South
608,Jeffersonville city,Indiana,Small,Bike,87.0,0.4,0.4,IN,North Central
609,Johns Creek city,Georgia,Small,Bike,80.0,0.2,0.2,GA,South
610,Johnson City city,Tennessee,Small,Bike,45.0,0.2,0.1,TN,South
611,Johnstown city,Pennsylvania,Small,Bike,10.0,0.1,0.2,PA,Northeast
612,Jonesboro city,Arkansas,Small,Bike,104.0,0.3,0.2,AR,South
613,Joplin city,Missouri,Small,Bike,48.0,0.2,0.2,MO,North Central
614,Junction City city,Kansas,Small,Bike,8.0,0.1,0.1,KS,North Central
615,Juneau city and borough,Alaska,Small,Bike,213.0,1.3,0.5,AK,West
616,Jupiter town,Florida,Small,Bike,179.0,0.7,0.4,FL,South
617,Jurupa Valley city,California,Small,Bike,86.0,0.2,0.1,CA,West
618,Kalamazoo city,Michigan,Small,Bike,322.0,1.0,0.4,MI,North Central
619,Kalispell city,Montana,Small,Bike,188.0,2.1,1.3,MT,West
620,Kankakee city,Illinois,Small,Bike,42.0,0.4,0.3,IL,North Central
621,Kannapolis city,North Carolina,Small,Bike,35.0,0.2,0.2,NC,South
622,Kaysville city,Utah,Small,Bike,26.0,0.2,0.2,UT,West
623,Kearney city,Nebraska,Small,Bike,217.0,1.3,0.7,NE,North Central
624,Kearny town,New Jersey,Small,Bike,21.0,0.1,0.2,NJ,Northeast
625,Keene city,New Hampshire,Small,Bike,112.0,1.0,0.7,NH,Northeast
626,Keizer city,Oregon,Small,Bike,159.0,1.0,0.6,OR,West
627,Keller city,Texas,Small,Bike,15.0,0.1,0.1,TX,South
628,Kenmore city,Washington,Small,Bike,51.0,0.5,0.5,WA,West
629,Kenner city,Louisiana,Small,Bike,111.0,0.3,0.4,LA,South
630,Kennesaw city,Georgia,Small,Bike,0.0,0.0,0.3,GA,South
631,Kennewick city,Washington,Small,Bike,92.0,0.3,0.2,WA,West
632,Kent city,Ohio,Small,Bike,191.0,1.3,0.7,OH,North Central
633,Kentwood city,Michigan,Small,Bike,197.0,0.8,0.6,MI,North Central
634,Kernersville town,North Carolina,Small,Bike,0.0,0.0,0.3,NC,South
635,Kerrville city,Texas,Small,Bike,31.0,0.4,0.4,TX,South
636,Kettering city,Ohio,Small,Bike,119.0,0.4,0.3,OH,North Central
637,Key West city,Florida,Small,Bike,2439.0,17.4,2.9,FL,South
638,Kingman city,Arizona,Small,Bike,32.0,0.3,0.3,AZ,West
639,Kingsport city,Tennessee,Small,Bike,37.0,0.2,0.2,TN,South
640,Kingston city,New York,Small,Bike,84.0,0.8,0.6,NY,Northeast
641,Kingsville city,Texas,Small,Bike,15.0,0.1,0.2,TX,South
642,Kinston city,North Carolina,Small,Bike,20.0,0.3,0.3,NC,South
643,Kirkland city,Washington,Small,Bike,273.0,1.0,0.4,WA,West
644,Kirkwood city,Missouri,Small,Bike,15.0,0.1,0.2,MO,North Central
645,Kiryas Joel village,New York,Small,Bike,0.0,0.0,0.9,NY,Northeast
646,Kissimmee city,Florida,Small,Bike,243.0,0.9,0.6,FL,South
647,Klamath Falls city,Oregon,Small,Bike,31.0,0.3,0.3,OR,West
648,Kokomo city,Indiana,Small,Bike,141.0,0.7,0.3,IN,North Central
649,Kyle city,Texas,Small,Bike,0.0,0.0,0.3,TX,South
650,La Cañada Flintridge city,California,Small,Bike,12.0,0.1,0.2,CA,West
651,La Crosse city,Wisconsin,Small,Bike,701.0,2.6,0.7,WI,North Central
652,La Habra city,California,Small,Bike,143.0,0.5,0.3,CA,West
653,La Mesa city,California,Small,Bike,110.0,0.4,0.3,CA,West
654,La Mirada city,California,Small,Bike,134.0,0.6,0.3,CA,West
655,La Porte city,Indiana,Small,Bike,41.0,0.4,0.5,IN,North Central
656,La Porte city,Texas,Small,Bike,62.0,0.4,0.4,TX,South
657,La Puente city,California,Small,Bike,244.0,1.4,0.9,CA,West
658,La Quinta city,California,Small,Bike,158.0,1.0,0.8,CA,West
659,La Vergne city,Tennessee,Small,Bike,10.0,0.1,0.1,TN,South
660,La Verne city,California,Small,Bike,69.0,0.5,0.4,CA,West
661,Lacey city,Washington,Small,Bike,90.0,0.5,0.3,WA,West
662,Lafayette city,California,Small,Bike,30.0,0.3,0.3,CA,West
663,Lafayette city,Colorado,Small,Bike,130.0,1.0,0.5,CO,West
664,Lafayette city,Indiana,Small,Bike,232.0,0.7,0.4,IN,North Central
665,LaGrange city,Georgia,Small,Bike,6.0,0.1,0.1,GA,South
666,Laguna Beach city,California,Small,Bike,60.0,0.5,0.5,CA,West
667,Laguna Hills city,California,Small,Bike,138.0,0.9,0.6,CA,West
668,Laguna Niguel city,California,Small,Bike,54.0,0.2,0.2,CA,West
669,Lake Charles city,Louisiana,Small,Bike,81.0,0.3,0.2,LA,South
670,Lake Elsinore city,California,Small,Bike,0.0,0.0,0.2,CA,West
671,Lake Forest city,California,Small,Bike,246.0,0.6,0.3,CA,West
672,Lake Havasu City city,Arizona,Small,Bike,47.0,0.2,0.2,AZ,West
673,Lake in the Hills village,Illinois,Small,Bike,0.0,0.0,0.2,IL,North Central
674,Lake Jackson city,Texas,Small,Bike,7.0,0.1,0.1,TX,South
675,Lake Oswego city,Oregon,Small,Bike,98.0,0.6,0.4,OR,West
676,Lake Stevens city,Washington,Small,Bike,0.0,0.0,0.2,WA,West
677,Lake Worth city,Florida,Small,Bike,126.0,0.8,0.7,FL,South
678,Lakeland city,Florida,Small,Bike,206.0,0.5,0.3,FL,South
679,Lakeville city,Minnesota,Small,Bike,55.0,0.2,0.2,MN,North Central
680,Lakewood city,California,Small,Bike,247.0,0.6,0.3,CA,West
681,Lakewood city,Ohio,Small,Bike,171.0,0.6,0.3,OH,North Central
682,Lakewood city,Washington,Small,Bike,128.0,0.5,0.4,WA,West
683,Lancaster city,Ohio,Small,Bike,34.0,0.2,0.2,OH,North Central
684,Lancaster city,Pennsylvania,Small,Bike,200.0,0.8,0.4,PA,Northeast
685,Lancaster city,Texas,Small,Bike,0.0,0.0,0.2,TX,South
686,Lansing village,Illinois,Small,Bike,3.0,0.0,0.1,IL,North Central
687,Laramie city,Wyoming,Small,Bike,1088.0,6.8,1.8,WY,West
688,Largo city,Florida,Small,Bike,441.0,1.4,0.6,FL,South
689,Lauderdale Lakes city,Florida,Small,Bike,15.0,0.1,0.2,FL,South
690,Lauderhill city,Florida,Small,Bike,51.0,0.2,0.2,FL,South
691,Laurel city,Maryland,Small,Bike,143.0,1.0,1.2,MD,South
692,Lawndale city,California,Small,Bike,316.0,2.2,1.2,CA,West
693,Lawrence city,Indiana,Small,Bike,0.0,0.0,0.1,IN,North Central
694,Lawrence city,Kansas,Small,Bike,885.0,1.9,0.6,KS,North Central
695,Lawrence city,Massachusetts,Small,Bike,9.0,0.0,0.1,MA,Northeast
696,Lawrenceville city,Georgia,Small,Bike,0.0,0.0,0.3,GA,South
697,Lawton city,Oklahoma,Small,Bike,75.0,0.2,0.1,OK,South
698,Layton city,Utah,Small,Bike,42.0,0.1,0.1,UT,West
699,League City city,Texas,Small,Bike,87.0,0.2,0.2,TX,South
700,Leander city,Texas,Small,Bike,7.0,0.1,0.1,TX,South
701,Leavenworth city,Kansas,Small,Bike,159.0,1.1,0.6,KS,North Central
