id,State,City,Forecast Number,Date,Main Condition,Condition Description,Icon,Low Temperature,High Temperature,Humidity Percentage,Wind MPH,Wind Direction,Rain Inches,Snow Inches,Pressure,Cloud Percent,UTC Timestamp,Timezone Offset
304,Virginia,Baltimore/Washington,4,Mon 1/9,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,36.7,44.65,75,13,W,2.25,0,1017,96,1673283600,-18000
305,Virginia,Baltimore/Washington,5,Tue 1/10,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,32.79,45.25,69,6,S,0,0,1017,100,1673370000,-18000
306,Virginia,Blacksburg/Roanoke,1,Fri 1/6,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,32.18,40.35,70,13,W,0,0,1023,92,1673024400,-18000
307,Virginia,Blacksburg/Roanoke,2,Sat 1/7,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,29.59,43.03,61,7,W,0,0,1025,99,1673110800,-18000
308,Virginia,Blacksburg/Roanoke,3,Sun 1/8,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,33.15,40.24,95,5,SE,3.99,0,1025,100,1673197200,-18000
309,Virginia,Blacksburg/Roanoke,4,Mon 1/9,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,32.79,42.78,75,10,W,0.75,0,1019,96,1673283600,-18000
310,Virginia,Blacksburg/Roanoke,5,Tue 1/10,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,31.62,45.97,57,3,W,0,0,1015,100,1673370000,-18000
311,Virginia,Wakefield,1,Fri 1/6,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,37.8,52.9,43,13,W,0,0,1019,0,1673024400,-18000
312,Virginia,Wakefield,2,Sat 1/7,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,35.08,50.29,49,8,W,0,0,1024,92,1673110800,-18000
313,Virginia,Wakefield,3,Sun 1/8,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,32.67,43.36,52,6,SE,0.12,0,1028,100,1673197200,-18000
314,Virginia,Wakefield,4,Mon 1/9,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,40.37,54.5,55,12,W,2.35,0,1017,5,1673283600,-18000
315,Virginia,Wakefield,5,Tue 1/10,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,35.53,50.92,56,4,S,0,0,1017,100,1673370000,-18000
316,West Virginia,Charleston,1,Fri 1/6,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,35.53,41.7,69,10,SW,0.15,0,1023,65,1673024400,-18000
317,West Virginia,Charleston,2,Sat 1/7,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,32.86,44.89,65,6,SW,0,0,1027,85,1673110800,-18000
318,West Virginia,Charleston,3,Sun 1/8,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,35.51,48.72,95,9,SW,12.92,0,1020,100,1673197200,-18000
319,West Virginia,Charleston,4,Mon 1/9,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,37.71,44.74,84,9,SW,0.86,0,1021,99,1673283600,-18000
320,West Virginia,Charleston,5,Tue 1/10,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,35.51,49.89,62,4,N,0,0,1014,100,1673370000,-18000
321,Guam,Guam,1,Fri 1/6,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,79.23,82.26,72,18,NE,0,0,1011,84,1672970400,36000
322,Guam,Guam,2,Sat 1/7,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,79.54,82.26,77,18,NE,3.78,0,1010,100,1673056800,36000
323,Guam,Guam,3,Sun 1/8,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,78.35,81.81,79,18,N,24.89,0,1011,63,1673143200,36000
324,Guam,Guam,4,Mon 1/9,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,77.72,79.7,85,21,NW,24.54,0,1010,100,1673229600,36000
325,Guam,Guam,5,Tue 1/10,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,78.85,81.55,77,13,SE,7.38,0,1009,28,1673316000,36000
326,Hawaii,Honolulu,1,Fri 1/6,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,68.67,75.83,70,12,NE,0,0,1021,14,1673042400,-36000
327,Hawaii,Honolulu,2,Sat 1/7,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,71.19,75.36,68,15,NE,0,0,1021,10,1673128800,-36000
328,Hawaii,Honolulu,3,Sun 1/8,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,71.22,75.16,63,12,NE,0,0,1020,26,1673215200,-36000
329,Hawaii,Honolulu,4,Mon 1/9,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,70.27,73.98,64,11,NE,0,0,1020,0,1673301600,-36000
330,Hawaii,Honolulu,5,Tue 1/10,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,70.84,75,58,10,NW,0,0,1019,13,1673388000,-36000
331,Alabama,Birmingham,1,Fri 1/6,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,37.81,56.52,49,5,W,0,0,1027,0,1673024400,-21600
332,Alabama,Birmingham,2,Sat 1/7,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,40.82,62.91,49,6,S,0,0,1026,1,1673110800,-21600
333,Alabama,Birmingham,3,Sun 1/8,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,46.9,56.12,86,10,SE,6.47,0,1023,100,1673197200,-21600
334,Alabama,Birmingham,4,Mon 1/9,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,41.56,59.9,54,6,NW,0.26,0,1021,5,1673283600,-21600
335,Alabama,Birmingham,5,Tue 1/10,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,45.75,55.09,89,9,NW,5.78,0,1013,100,1673370000,-21600
336,Alabama,Huntsville,1,Fri 1/6,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,35.87,50.92,56,6,SW,0,0,1026,7,1673024400,-21600
337,Alabama,Huntsville,2,Sat 1/7,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,40.73,59.86,54,8,S,4.19,0,1025,71,1673110800,-21600
338,Alabama,Huntsville,3,Sun 1/8,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,46.26,54.36,94,13,SE,35.19,0,1021,100,1673197200,-21600
339,Alabama,Huntsville,4,Mon 1/9,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,40.01,54.57,60,5,NW,0,0,1021,24,1673283600,-21600
340,Alabama,Huntsville,5,Tue 1/10,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,43.61,53.6,69,7,S,8.12,0,1013,96,1673370000,-21600
341,Alabama,Mobile/Pensacola,1,Fri 1/6,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,41.25,64.33,44,5,NW,0,0,1027,0,1673024400,-21600
342,Alabama,Mobile/Pensacola,2,Sat 1/7,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,49.23,68.36,53,8,S,0,0,1026,0,1673110800,-21600
343,Alabama,Mobile/Pensacola,3,Sun 1/8,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,55.44,69.21,67,8,S,2.08,0,1023,76,1673197200,-21600
344,Alabama,Mobile/Pensacola,4,Mon 1/9,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,55.36,67.5,68,6,NE,2.55,0,1020,70,1673287200,-21600
345,Alabama,Mobile/Pensacola,5,Tue 1/10,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,55.38,68.29,86,9,NW,24.77,0,1014,100,1673373600,-21600
346,Arkansas,Little Rock,1,Fri 1/6,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,36.77,54.95,46,7,SE,0,0,1024,67,1673028000,-21600
347,Arkansas,Little Rock,2,Sat 1/7,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,48.96,64.13,84,9,S,0.12,0,1019,99,1673114400,-21600
348,Arkansas,Little Rock,3,Sun 1/8,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,41.4,55.49,57,7,NW,0,0,1023,31,1673200800,-21600
349,Arkansas,Little Rock,4,Mon 1/9,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,41.22,58.75,54,7,SE,0,0,1020,88,1673287200,-21600
350,Arkansas,Little Rock,5,Tue 1/10,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,41.85,53.74,48,12,W,0.39,0,1015,0,1673373600,-21600
351,Florida,Jacksonville,1,Fri 1/6,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,47.07,65.46,31,7,W,0,0,1025,1,1673024400,-18000
352,Florida,Jacksonville,2,Sat 1/7,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,47.19,67.12,33,5,NE,0,0,1026,0,1673110800,-18000
353,Florida,Jacksonville,3,Sun 1/8,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,52.09,71.47,49,5,NE,0,0,1025,1,1673197200,-18000
354,Florida,Jacksonville,4,Mon 1/9,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,54.54,72.73,46,5,W,0,0,1019,0,1673283600,-18000
355,Florida,Jacksonville,5,Tue 1/10,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,58.19,65.79,77,5,W,4.34,0,1015,100,1673370000,-18000
356,Florida,Key West,1,Fri 1/6,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,70.7,74.73,58,20,N,0,0,1023,29,1673024400,-18000
357,Florida,Key West,2,Sat 1/7,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,70.36,73.85,75,19,NE,0,0,1023,20,1673110800,-18000
358,Florida,Key West,3,Sun 1/8,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,72.84,74.86,79,18,NE,2.24,0,1021,97,1673197200,-18000
359,Florida,Key West,4,Mon 1/9,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,71.8,74.12,87,14,NE,1.38,0,1018,27,1673283600,-18000
360,Florida,Key West,5,Tue 1/10,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,69.57,76.23,75,16,NW,5.35,0,1015,76,1673370000,-18000
361,Florida,Melbourne,1,Fri 1/6,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,56.41,67.8,40,15,NW,0,0,1025,0,1673024400,-18000
362,Florida,Melbourne,2,Sat 1/7,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,58.53,69.64,49,9,N,0,0,1025,0,1673110800,-18000
363,Florida,Melbourne,3,Sun 1/8,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,64.27,73.09,59,10,E,0,0,1024,34,1673197200,-18000
364,Florida,Melbourne,4,Mon 1/9,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,62.58,72.32,58,9,N,0,0,1019,18,1673283600,-18000
365,Florida,Melbourne,5,Tue 1/10,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,64.51,75.07,63,14,SW,5.84,0,1014,97,1673370000,-18000
366,Florida,Miami,1,Fri 1/6,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,65.59,78.15,39,14,N,0,0,1023,46,1673024400,-18000
367,Florida,Miami,2,Sat 1/7,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,67.39,76.14,49,13,NE,0,0,1023,0,1673110800,-18000
368,Florida,Miami,3,Sun 1/8,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,69.39,75.97,61,12,E,0.13,0,1022,15,1673197200,-18000
369,Florida,Miami,4,Mon 1/9,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,70.3,80.19,54,10,NE,0.77,0,1018,10,1673283600,-18000
370,Florida,Miami,5,Tue 1/10,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,71.11,79.25,59,11,S,4.99,0,1014,77,1673370000,-18000
371,Florida,Tallahassee,1,Fri 1/6,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,36.7,63.32,35,7,NW,0,0,1026,0,1673024400,-18000
372,Florida,Tallahassee,2,Sat 1/7,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,44.92,67.5,34,3,NE,0,0,1027,0,1673110800,-18000
373,Florida,Tallahassee,3,Sun 1/8,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,46.92,69.17,45,6,S,0,0,1024,3,1673197200,-18000
374,Florida,Tallahassee,4,Mon 1/9,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,53.8,71.56,56,4,W,0,0,1020,2,1673283600,-18000
375,Florida,Tallahassee,5,Tue 1/10,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,56.46,64.08,96,6,E,34.1,0,1014,100,1673370000,-18000
376,Florida,Tampa,1,Fri 1/6,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,55.22,66.99,39,14,N,0,0,1025,0,1673024400,-18000
377,Florida,Tampa,2,Sat 1/7,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,53.2,68.67,42,10,NE,0,0,1025,0,1673110800,-18000
378,Florida,Tampa,3,Sun 1/8,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,56.7,71.46,64,9,E,0,0,1023,0,1673197200,-18000
379,Florida,Tampa,4,Mon 1/9,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,60.62,70.47,59,9,NW,0,0,1020,2,1673283600,-18000
380,Florida,Tampa,5,Tue 1/10,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,60.22,68.18,80,15,SW,5.14,0,1016,100,1673370000,-18000
381,Georgia,Peachtree City/Atlanta,1,Fri 1/6,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,34.9,54.5,49,8,W,0,0,1026,0,1673024400,-18000
382,Georgia,Peachtree City/Atlanta,2,Sat 1/7,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,39.72,61.25,42,5,SW,0,0,1026,6,1673110800,-18000
383,Georgia,Peachtree City/Atlanta,3,Sun 1/8,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,43.83,56.03,56,7,SE,0.7,0,1024,100,1673197200,-18000
384,Georgia,Peachtree City/Atlanta,4,Mon 1/9,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,45.45,58.19,53,6,NW,0.52,0,1020,11,1673283600,-18000
385,Georgia,Peachtree City/Atlanta,5,Tue 1/10,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,44.33,48.49,94,5,E,7.94,0,1014,100,1673370000,-18000
386,Louisiana,Lake Charles,1,Fri 1/6,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,46.36,70.79,58,12,SE,0,0,1024,0,1673028000,-21600
387,Louisiana,Lake Charles,2,Sat 1/7,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,58.77,74.21,64,13,S,0,0,1022,7,1673114400,-21600
388,Louisiana,Lake Charles,3,Sun 1/8,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,59.83,66,92,9,N,17.64,0,1021,100,1673200800,-21600
389,Louisiana,Lake Charles,4,Mon 1/9,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,56.8,65.26,88,6,NE,2.63,0,1019,100,1673287200,-21600
390,Louisiana,Lake Charles,5,Tue 1/10,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,54.55,69.69,81,9,W,0.57,0,1016,33,1673373600,-21600
391,Louisiana,New Orleans/Baton Rouge,1,Fri 1/6,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,46.85,62.37,49,7,E,0,0,1026,0,1673028000,-21600
392,Louisiana,New Orleans/Baton Rouge,2,Sat 1/7,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,53.98,68.49,65,7,SE,0,0,1024,0,1673114400,-21600
393,Louisiana,New Orleans/Baton Rouge,3,Sun 1/8,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,57.76,66.15,80,10,SE,24.25,0,1021,100,1673200800,-21600
394,Louisiana,New Orleans/Baton Rouge,4,Mon 1/9,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,58.3,61.29,88,7,E,11.93,0,1020,100,1673287200,-21600
395,Louisiana,New Orleans/Baton Rouge,5,Tue 1/10,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,57.22,66.74,82,16,S,9.78,0,1015,85,1673373600,-21600
396,Louisiana,Shreveport,1,Fri 1/6,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,37.99,65.61,55,9,SE,0,0,1023,17,1673028000,-21600
397,Louisiana,Shreveport,2,Sat 1/7,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,55.8,62.62,95,9,S,9.27,0,1020,53,1673114400,-21600
398,Louisiana,Shreveport,3,Sun 1/8,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,49.33,61.5,62,7,W,3.93,0,1023,17,1673200800,-21600
399,Louisiana,Shreveport,4,Mon 1/9,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,46.36,63.88,59,5,SE,0,0,1020,42,1673287200,-21600
400,Louisiana,Shreveport,5,Tue 1/10,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,49.68,63.7,37,11,NW,0,0,1017,44,1673373600,-21600
401,Mississippi,Jackson,1,Fri 1/6,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,36.54,61.07,43,7,SE,0,0,1026,8,1673028000,-21600
402,Mississippi,Jackson,2,Sat 1/7,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,46.89,68.92,62,11,SE,0,0,1023,0,1673114400,-21600
403,Mississippi,Jackson,3,Sun 1/8,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,49.28,58.73,97,11,S,20.02,0,1021,100,1673200800,-21600
404,Mississippi,Jackson,4,Mon 1/9,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,43.56,63,59,5,NE,0,0,1021,19,1673287200,-21600
405,Mississippi,Jackson,5,Tue 1/10,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,48.22,61.11,89,12,W,1.52,0,1013,99,1673373600,-21600
406,New Mexico,Albuquerque,1,Fri 1/6,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,36.79,49.06,39,16,W,0,0,1018,95,1673031600,-25200
407,New Mexico,Albuquerque,2,Sat 1/7,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,32.54,47.01,44,8,NW,0,0,1024,0,1673118000,-25200
408,New Mexico,Albuquerque,3,Sun 1/8,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,33.93,47.25,32,5,SW,0,0,1022,65,1673204400,-25200
409,New Mexico,Albuquerque,4,Mon 1/9,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,35.6,49.21,32,6,NW,0,0,1022,5,1673290800,-25200
410,New Mexico,Albuquerque,5,Tue 1/10,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,36.43,48.99,36,5,SW,0,0,1020,87,1673377200,-25200
411,Oklahoma,Norman/Oklahoma City,1,Fri 1/6,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,41.41,64.63,50,22,S,0,0,1016,99,1673028000,-21600
412,Oklahoma,Norman/Oklahoma City,2,Sat 1/7,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,40.35,53.49,50,15,NW,0,0,1023,3,1673114400,-21600
413,Oklahoma,Norman/Oklahoma City,3,Sun 1/8,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,36.14,57.63,45,10,SE,0,0,1023,0,1673200800,-21600
414,Oklahoma,Norman/Oklahoma City,4,Mon 1/9,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,44.29,64.62,52,18,S,0,0,1014,100,1673287200,-21600
415,Oklahoma,Norman/Oklahoma City,5,Tue 1/10,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,40.75,53.74,40,13,NW,0,0,1021,16,1673373600,-21600
416,Oklahoma,Tulsa,1,Fri 1/6,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,36.7,56.17,52,17,SE,0,0,1019,100,1673028000,-21600
417,Oklahoma,Tulsa,2,Sat 1/7,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,38.84,54.84,64,12,W,0,0,1021,21,1673114400,-21600
418,Oklahoma,Tulsa,3,Sun 1/8,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,33.93,51.26,57,8,SE,0,0,1024,0,1673200800,-21600
419,Oklahoma,Tulsa,4,Mon 1/9,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,41.43,60.98,53,16,S,0,0,1015,82,1673287200,-21600
420,Oklahoma,Tulsa,5,Tue 1/10,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,39.27,48.67,51,14,NW,0,0,1020,1,1673373600,-21600
421,Puerto Rico,San Juan,1,Fri 1/6,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,73.62,80.22,71,16,E,3.4,0,1019,75,1673020800,-14400
422,Puerto Rico,San Juan,2,Sat 1/7,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,73.18,78.73,75,12,NE,4.51,0,1019,34,1673107200,-14400
423,Puerto Rico,San Juan,3,Sun 1/8,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,72.48,78.82,75,12,E,4.62,0,1019,30,1673193600,-14400
424,Puerto Rico,San Juan,4,Mon 1/9,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,72.99,80.06,67,15,E,3.32,0,1018,18,1673280000,-14400
425,Puerto Rico,San Juan,5,Tue 1/10,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,72.19,80.8,75,12,E,0.87,0,1017,26,1673366400,-14400
426,Tennessee,Memphis,1,Fri 1/6,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,34.61,51.94,50,7,SE,0,0,1026,63,1673028000,-21600
427,Tennessee,Memphis,2,Sat 1/7,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,45.23,55.74,91,12,S,1.61,0,1020,100,1673114400,-21600
428,Tennessee,Memphis,3,Sun 1/8,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,44.33,54.55,71,9,W,0,0,1022,74,1673200800,-21600
429,Tennessee,Memphis,4,Mon 1/9,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,40.28,56.8,59,7,S,0,0,1021,67,1673287200,-21600
430,Tennessee,Memphis,5,Tue 1/10,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,44.82,55.4,60,12,NW,0,0,1012,53,1673373600,-21600
431,Tennessee,Morristown/Knoxville,1,Fri 1/6,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,36.68,45.34,62,9,SW,0,0,1025,32,1673024400,-18000
432,Tennessee,Morristown/Knoxville,2,Sat 1/7,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,36.5,42.94,81,4,NE,1.67,0,1028,100,1673110800,-18000
433,Tennessee,Morristown/Knoxville,3,Sun 1/8,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,41.45,50.49,85,9,SW,8.53,0,1021,100,1673197200,-18000
434,Tennessee,Morristown/Knoxville,4,Mon 1/9,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,38.88,48.74,66,8,W,0.29,0,1021,81,1673283600,-18000
435,Tennessee,Morristown/Knoxville,5,Tue 1/10,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,36.25,50.68,61,3,NW,0,0,1013,100,1673370000,-18000
436,Tennessee,Nashville,1,Fri 1/6,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,31.95,49.71,54,7,NW,0,0,1026,10,1673024400,-21600
437,Tennessee,Nashville,2,Sat 1/7,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,43.41,48.36,83,7,SE,5.01,0,1026,100,1673110800,-21600
438,Tennessee,Nashville,3,Sun 1/8,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,46.45,54.54,93,10,W,2.53,0,1019,100,1673197200,-21600
439,Tennessee,Nashville,4,Mon 1/9,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,40.33,52.81,58,5,W,0,0,1021,76,1673283600,-21600
440,Tennessee,Nashville,5,Tue 1/10,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,42.84,51.17,77,7,S,2.1,0,1012,75,1673370000,-21600
441,Texas,Amarillo,1,Fri 1/6,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,46.89,65.77,19,26,SW,0,0,1012,54,1673028000,-21600
442,Texas,Amarillo,2,Sat 1/7,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,33.21,52.43,40,11,W,0,0,1024,62,1673114400,-21600
443,Texas,Amarillo,3,Sun 1/8,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,35.24,64.6,17,21,SW,0,0,1018,63,1673200800,-21600
444,Texas,Amarillo,4,Mon 1/9,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,43.34,60.69,19,19,SW,0,0,1015,50,1673287200,-21600
445,Texas,Amarillo,5,Tue 1/10,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,36.16,57.6,26,16,S,0,0,1018,26,1673373600,-21600
446,Texas,Austin/San Antonio,1,Fri 1/6,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,49.68,76.55,58,19,S,0,0,1020,0,1673028000,-21600
447,Texas,Austin/San Antonio,2,Sat 1/7,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,61.02,69.57,91,13,SE,2.48,0,1019,100,1673114400,-21600
448,Texas,Austin/San Antonio,3,Sun 1/8,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,54.93,66.54,48,15,N,2.62,0,1022,43,1673200800,-21600
449,Texas,Austin/San Antonio,4,Mon 1/9,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,54.72,69.69,69,7,S,0,0,1019,100,1673287200,-21600
450,Texas,Austin/San Antonio,5,Tue 1/10,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,53.67,71.64,24,9,NW,0,0,1019,0,1673373600,-21600
451,Texas,Brownsville,1,Fri 1/6,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,63.16,80.02,55,20,SE,0,0,1021,0,1673028000,-21600
452,Texas,Brownsville,2,Sat 1/7,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,71.1,81.95,60,22,SE,0,0,1017,21,1673114400,-21600
453,Texas,Brownsville,3,Sun 1/8,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,69.15,83.89,54,11,SE,0.11,0,1018,85,1673200800,-21600
454,Texas,Brownsville,4,Mon 1/9,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,69.76,82.17,50,12,SE,0.15,0,1016,58,1673287200,-21600
455,Texas,Brownsville,5,Tue 1/10,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,67.33,82.42,46,11,NE,0.13,0,1018,0,1673373600,-21600
456,Texas,Corpus Christi,1,Fri 1/6,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,55.2,77.77,51,20,SE,0,0,1021,0,1673028000,-21600
